Date,Close
1/28/2013 16:00:00,906.71
1/29/2013 16:00:00,907.31
1/30/2013 16:00:00,896.91
1/31/2013 16:00:00,902.09
2/1/2013 16:00:00,911.2
2/4/2013 16:00:00,899.28
2/5/2013 16:00:00,908.22
2/6/2013 16:00:00,911.29
2/7/2013 16:00:00,908.1
2/8/2013 16:00:00,913.67
2/11/2013 16:00:00,913.03
2/12/2013 16:00:00,917.52
2/13/2013 16:00:00,920.58
2/14/2013 16:00:00,923.76
2/15/2013 16:00:00,923.15
2/19/2013 16:00:00,932
2/20/2013 16:00:00,913.5
2/21/2013 16:00:00,905.4
2/22/2013 16:00:00,916.15
2/25/2013 16:00:00,895.84
2/26/2013 16:00:00,900.05
2/27/2013 16:00:00,909.92
2/28/2013 16:00:00,911.11
3/1/2013 16:00:00,914.73
3/4/2013 16:00:00,916.68
3/5/2013 16:00:00,927.4
3/6/2013 16:00:00,929.96
3/7/2013 16:00:00,934.57
3/8/2013 16:00:00,942.5
3/11/2013 16:00:00,942.51
3/12/2013 16:00:00,940.26
3/13/2013 16:00:00,943.9
3/14/2013 16:00:00,953.07
3/15/2013 16:00:00,952.48
3/18/2013 16:00:00,947.2
3/19/2013 16:00:00,942.85
3/20/2013 16:00:00,951.95
3/21/2013 16:00:00,943.92
3/22/2013 16:00:00,946.27
3/25/2013 16:00:00,945.85
3/26/2013 16:00:00,949.82
3/27/2013 16:00:00,950.24
3/28/2013 16:00:00,951.54
4/1/2013 16:00:00,938.79
4/2/2013 16:00:00,934.3
4/3/2013 16:00:00,918.71
4/4/2013 16:00:00,925.66
4/5/2013 16:00:00,923.28
4/8/2013 16:00:00,931.49
4/9/2013 16:00:00,929.34
4/10/2013 16:00:00,946.09
4/11/2013 16:00:00,947.05
4/12/2013 16:00:00,942.85
4/15/2013 16:00:00,907.18
4/16/2013 16:00:00,923.3
4/17/2013 16:00:00,906.8
4/18/2013 16:00:00,901.51
4/19/2013 16:00:00,912.5
4/22/2013 16:00:00,914.8
4/23/2013 16:00:00,929.36
4/24/2013 16:00:00,934.11
4/25/2013 16:00:00,940.28
4/26/2013 16:00:00,935.25
4/29/2013 16:00:00,942.43
4/30/2013 16:00:00,947.46
5/1/2013 16:00:00,924.21
5/2/2013 16:00:00,939.85
5/3/2013 16:00:00,954.42
5/6/2013 16:00:00,959.8
5/7/2013 16:00:00,967.82
5/8/2013 16:00:00,970.41
5/9/2013 16:00:00,966.26
5/10/2013 16:00:00,975.16
5/13/2013 16:00:00,973.79
5/14/2013 16:00:00,985.96
5/15/2013 16:00:00,988.54
5/16/2013 16:00:00,985.34
5/17/2013 16:00:00,996.28
5/20/2013 16:00:00,997.98
5/21/2013 16:00:00,998.78
5/22/2013 16:00:00,982.26
5/23/2013 16:00:00,984.28
5/24/2013 16:00:00,984.28
5/28/2013 16:00:00,997.35
5/29/2013 16:00:00,986.96
5/30/2013 16:00:00,994.43
5/31/2013 16:00:00,984.15
6/3/2013 16:00:00,990.53
6/4/2013 16:00:00,981.97
6/5/2013 16:00:00,968.16
6/6/2013 16:00:00,979.46
6/7/2013 16:00:00,987.62
6/10/2013 16:00:00,992.67
6/11/2013 16:00:00,981.45
6/12/2013 16:00:00,972.31
6/13/2013 16:00:00,989.69
6/14/2013 16:00:00,981.38
6/17/2013 16:00:00,987.84
6/18/2013 16:00:00,999.99
6/19/2013 16:00:00,986.5
6/20/2013 16:00:00,960.52
6/21/2013 16:00:00,963.68
6/24/2013 16:00:00,951.05
6/25/2013 16:00:00,961.26
6/26/2013 16:00:00,963.83
6/27/2013 16:00:00,979.92
6/28/2013 16:00:00,977.48
7/1/2013 16:00:00,989.84
7/2/2013 16:00:00,989.47
7/3/2013 16:00:00,991.13
7/5/2013 16:00:00,1005.39
7/8/2013 16:00:00,1009.25
7/9/2013 16:00:00,1018.05
7/10/2013 16:00:00,1020.42
7/11/2013 16:00:00,1033.18
7/12/2013 16:00:00,1036.52
7/15/2013 16:00:00,1043.3
7/16/2013 16:00:00,1038.75
7/17/2013 16:00:00,1042.53
7/18/2013 16:00:00,1050.27
7/19/2013 16:00:00,1050.48
7/22/2013 16:00:00,1053.41
7/23/2013 16:00:00,1052.2
7/24/2013 16:00:00,1043.83
7/25/2013 16:00:00,1054.18
7/26/2013 16:00:00,1048.51
7/29/2013 16:00:00,1040.66
7/30/2013 16:00:00,1043.51
7/31/2013 16:00:00,1045.26
8/1/2013 16:00:00,1059.88
8/2/2013 16:00:00,1059.86
8/5/2013 16:00:00,1063.01
8/6/2013 16:00:00,1052.14
8/7/2013 16:00:00,1044.34
8/8/2013 16:00:00,1049.47
8/9/2013 16:00:00,1048.4
8/12/2013 16:00:00,1053.67
8/13/2013 16:00:00,1051.99
8/14/2013 16:00:00,1047.8
8/15/2013 16:00:00,1027.61
8/16/2013 16:00:00,1024.3
8/19/2013 16:00:00,1013.25
8/20/2013 16:00:00,1028.57
8/21/2013 16:00:00,1021.58
8/22/2013 16:00:00,1036.2
8/23/2013 16:00:00,1038.24
8/26/2013 16:00:00,1038.47
8/27/2013 16:00:00,1013.49
8/28/2013 16:00:00,1016.5
8/29/2013 16:00:00,1026.94
8/30/2013 16:00:00,1010.9
9/3/2013 16:00:00,1016.26
9/4/2013 16:00:00,1025.58
9/5/2013 16:00:00,1028.69
9/6/2013 16:00:00,1029.55
9/9/2013 16:00:00,1046.08
9/10/2013 16:00:00,1055.72
9/11/2013 16:00:00,1055.34
9/12/2013 16:00:00,1048.48
9/13/2013 16:00:00,1053.98
9/16/2013 16:00:00,1056.25
9/17/2013 16:00:00,1066.39
9/18/2013 16:00:00,1076.97
9/19/2013 16:00:00,1075.27
9/20/2013 16:00:00,1072.83
9/23/2013 16:00:00,1072.13
9/24/2013 16:00:00,1074.68
9/25/2013 16:00:00,1073.51
9/26/2013 16:00:00,1078.41
9/27/2013 16:00:00,1074.19
9/30/2013 16:00:00,1073.79
10/1/2013 16:00:00,1087.43
10/2/2013 16:00:00,1082.55
10/3/2013 16:00:00,1070.9
10/4/2013 16:00:00,1078.25
10/7/2013 16:00:00,1065.79
10/8/2013 16:00:00,1047.26
10/9/2013 16:00:00,1043.46
10/10/2013 16:00:00,1069.5
10/11/2013 16:00:00,1084.31
10/14/2013 16:00:00,1090.3
10/15/2013 16:00:00,1079.62
10/16/2013 16:00:00,1092.42
10/17/2013 16:00:00,1102.27
10/18/2013 16:00:00,1114.77
10/21/2013 16:00:00,1112.48
10/22/2013 16:00:00,1115.63
10/23/2013 16:00:00,1110.93
10/24/2013 16:00:00,1118.85
10/25/2013 16:00:00,1118.34
